PRODUCT_CODE,ITEM,LENGTH,COLOR,TYPE,PRICE,PRICE,STOCK,MPRICE,WPRICE,RPRICE
test001,FLW-B-DB15,10,22,Inch,199.2,199.2,10,159.36,179.28,298.8
test001,FLW-B-DB16,10,24,Inch,199.2,199.2,10,159.36,179.28,298.8
test001,FLW-B-DB17,10,25,Inch,199.2,199.2,10,159.36,179.28,298.8
test001,FLW-B-DB18,10,27A,Inch,199.2,199.2,10,159.36,179.28,298.8
test001,FLW-B-DB19,12,1,Inch,209.2,209.2,10,167.36,188.28,313.8
test001,FLW-B-DB20,12,1B,Inch,209.2,209.2,10,167.36,188.28,313.8
test001,FLW-B-DB21,12,2,Inch,209.2,209.2,10,167.36,188.28,313.8
test001,FLW-B-DB22,12,3,Inch,209.2,209.2,10,167.36,188.28,313.8
test001,FLW-B-DB23,12,4,Inch,209.2,209.2,10,167.36,188.28,313.8
test001,FLW-B-DB24,12,6,Inch,209.2,209.2,10,167.36,188.28,313.8
test001,FLW-B-DB25,12,8,Inch,209.2,209.2,10,167.36,188.28,313.8
test001,FLW-B-DB26,12,9,Inch,209.2,209.2,10,167.36,188.28,313.8
test001,FLW-B-DB27,12,10,Inch,209.2,209.2,10,167.36,188.28,313.8
test001,FLW-B-DB28,12,12,Inch,219.2,219.2,10,175.36,197.28,328.8
test001,FLW-B-DB29,12,14,Inch,219.2,219.2,10,175.36,197.28,328.8
test001,FLW-B-DB30,12,16,Inch,219.2,219.2,10,175.36,197.28,328.8
test001,FLW-B-DB31,12,18,Inch,219.2,219.2,10,175.36,197.28,328.8
test001,FLW-B-DB32,12,22,Inch,219.2,219.2,10,175.36,197.28,328.8
test001,FLW-B-DB33,12,24,Inch,219.2,219.2,10,175.36,197.28,328.8
test001,FLW-B-DB34,12,25,Inch,219.2,219.2,10,175.36,197.28,328.8
test001,FLW-B-DB35,12,27A,Inch,219.2,219.2,10,175.36,197.28,328.8
test001,FLW-B-DB36,14,1,Inch,214.2,214.2,10,171.36,192.78,321.3
test001,FLW-B-DB37,14,1B,Inch,214.2,214.2,10,171.36,192.78,321.3
test001,FLW-B-DB38,14,2,Inch,214.2,214.2,10,171.36,192.78,321.3
test001,FLW-B-DB39,14,3,Inch,214.2,214.2,10,171.36,192.78,321.3
test001,FLW-B-DB40,14,4,Inch,214.2,214.2,10,171.36,192.78,321.3
test001,FLW-B-DB41,14,6,Inch,214.2,214.2,10,171.36,192.78,321.3
test001,FLW-B-DB42,14,8,Inch,214.2,214.2,10,171.36,192.78,321.3
test001,FLW-B-DB43,14,9,Inch,214.2,214.2,10,171.36,192.78,321.3
test001,FLW-B-DB44,14,10,Inch,214.2,214.2,10,171.36,192.78,321.3
test001,FLW-B-DB45,14,12,Inch,224.2,224.2,10,179.36,201.78,336.3
test001,FLW-B-DB46,14,14,Inch,224.2,224.2,10,179.36,201.78,336.3
test001,FLW-B-DB47,14,16,Inch,224.2,224.2,10,179.36,201.78,336.3
test001,FLW-B-DB48,14,18,Inch,224.2,224.2,10,179.36,201.78,336.3
test001,FLW-B-DB49,14,22,Inch,224.2,224.2,10,179.36,201.78,336.3
test001,FLW-B-DB50,14,24,Inch,224.2,224.2,10,179.36,201.78,336.3
test001,FLW-B-DB51,14,25,Inch,224.2,224.2,10,179.36,201.78,336.3
test001,FLW-B-DB52,14,27A,,224.2,224.2,10,179.36,201.78,336.3
test001,FLW-B-DB53,16,1,,229.2,229.2,10,183.36,206.28,343.8
test001,FLW-B-DB54,16,1B,,229.2,229.2,10,183.36,206.28,343.8
test001,FLW-B-DB55,16,2,,229.2,229.2,10,183.36,206.28,343.8
test001,FLW-B-DB56,16,3,,229.2,229.2,10,183.36,206.28,343.8
test001,FLW-B-DB57,16,4,,229.2,229.2,10,183.36,206.28,343.8
test001,FLW-B-DB58,16,6,,229.2,229.2,10,183.36,206.28,343.8
test001,FLW-B-DB59,16,8,,229.2,229.2,10,183.36,206.28,343.8
test001,FLW-B-DB60,16,9,,229.2,229.2,10,183.36,206.28,343.8
test001,FLW-B-DB61,16,10,,229.2,229.2,10,183.36,206.28,343.8
test001,FLW-B-DB62,16,12,,239.2,239.2,10,191.36,215.28,358.8
test001,FLW-B-DB63,16,14,,239.2,239.2,10,191.36,215.28,358.8
test001,FLW-B-DB64,16,16,,239.2,239.2,10,191.36,215.28,358.8
test001,FLW-B-DB65,16,18,,239.2,239.2,10,191.36,215.28,358.8
test001,FLW-B-DB66,16,22,,239.2,239.2,10,191.36,215.28,358.8
test001,FLW-B-DB67,16,24,,239.2,239.2,10,191.36,215.28,358.8
test001,FLW-B-DB68,16,25,,239.2,239.2,10,191.36,215.28,358.8
test001,FLW-B-DB69,16,27A,,239.2,239.2,10,191.36,215.28,358.8
test001,FLW-B-DB70,18,1,,254.2,254.2,10,203.36,228.78,381.3
test001,FLW-B-DB71,18,1B,,254.2,254.2,10,203.36,228.78,381.3
test001,FLW-B-DB72,18,2,,254.2,254.2,10,203.36,228.78,381.3
test001,FLW-B-DB73,18,3,,254.2,254.2,10,203.36,228.78,381.3
test001,FLW-B-DB74,18,4,,254.2,254.2,10,203.36,228.78,381.3
test001,FLW-B-DB75,18,6,,254.2,254.2,10,203.36,228.78,381.3
test001,FLW-B-DB76,18,8,,254.2,254.2,10,203.36,228.78,381.3
test001,FLW-B-DB77,18,9,,254.2,254.2,10,203.36,228.78,381.3
test001,FLW-B-DB78,18,10,,254.2,254.2,10,203.36,228.78,381.3
test001,FLW-B-DB79,18,12,,264.2,264.2,10,211.36,237.78,396.3
test001,FLW-B-DB80,18,14,,264.2,264.2,10,211.36,237.78,396.3
test001,FLW-B-DB81,18,16,,264.2,264.2,10,211.36,237.78,396.3
test001,FLW-B-DB82,18,18,,264.2,264.2,10,211.36,237.78,396.3
test001,FLW-B-DB83,18,22,,264.2,264.2,10,211.36,237.78,396.3
test001,FLW-B-DB84,18,24,,264.2,264.2,10,211.36,237.78,396.3
test001,FLW-B-DB85,18,25,,264.2,264.2,10,211.36,237.78,396.3
test001,FLW-B-DB86,18,27A,,264.2,264.2,10,211.36,237.78,396.3
test001,FLW-B-DB87,20,1,,279.2,279.2,10,223.36,251.28,418.8
test001,FLW-B-DB88,20,1B,,279.2,279.2,10,223.36,251.28,418.8
test001,FLW-B-DB89,20,2,,279.2,279.2,10,223.36,251.28,418.8
test001,FLW-B-DB90,20,3,,279.2,279.2,10,223.36,251.28,418.8
test001,FLW-B-DB91,20,4,,279.2,279.2,10,223.36,251.28,418.8
test001,FLW-B-DB92,20,6,,279.2,279.2,10,223.36,251.28,418.8
test001,FLW-B-DB93,20,8,,279.2,279.2,10,223.36,251.28,418.8
test001,FLW-B-DB94,20,9,,279.2,279.2,10,223.36,251.28,418.8
test001,FLW-B-DB95,20,10,,279.2,279.2,10,223.36,251.28,418.8
test001,FLW-B-DB96,20,12,,289.2,289.2,10,231.36,260.28,433.8
test001,FLW-B-DB97,20,14,,289.2,289.2,10,231.36,260.28,433.8
test001,FLW-B-DB98,20,16,,289.2,289.2,10,231.36,260.28,433.8
test001,FLW-B-DB99,20,18,,289.2,289.2,10,231.36,260.28,433.8
test001,FLW-B-DB100,20,22,,289.2,289.2,10,231.36,260.28,433.8
test001,FLW-B-DB101,20,24,,289.2,289.2,10,231.36,260.28,433.8
test001,FLW-B-DB102,20,25,,289.2,289.2,10,231.36,260.28,433.8
test001,FLW-B-DB103,20,27A,,289.2,289.2,10,231.36,260.28,433.8
test001,FLW-B-DB104,22,1,,304.2,304.2,10,243.36,273.78,456.3
test001,FLW-B-DB105,22,1B,,304.2,304.2,10,243.36,273.78,456.3
test001,FLW-B-DB106,22,2,,304.2,304.2,10,243.36,273.78,456.3
test1,,,,,,,,,,
